Time,Altitude,Pressure,Velocity,Temperature,Events,Voltages,DeltaT_x,VERTA_x,VERTASmooth_x,UTCTIME,ALT,LAT,LON,#SATS,FIX,HORZV,VERTV,HEAD,FLAGS,>40,>32,>24,RSSI,BATT,Altitude AGL,Launch detection,Apogee detection,Landing detection,Distance (feet),DeltaT_y,EWFeet,NSFeet,EWVel,NSVel,EWVelSmooth,NSVelSmooth,Zenith,TotalV,VERTA_y,HORZA,VERTASmooth_y,HORZASmooth,VERTA_NO_GRAVITY,DragA,DragA_Smooth
20.8,3763.575,880.4,-67.0,82.76, -,8.732011,0.05000000000000071,-58.095199999999096,-83.26528571428166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.85,3772.754,880.1,-61.14286,82.76, -,8.732011,0.05000000000000071,117.14279999999836,-174.82994285714224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.9,3772.754,880.1,-69.90476,82.76, -,8.732011,0.04999999999999716,-175.2380000000099,-174.8299428571422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.95,3775.814,880.0,-72.85714,82.76, -,8.732011,0.05000000000000071,-59.047599999999264,-33.197285714287105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0,3760.517,880.5,-81.57143,82.76, -,8.732011,0.05000000000000071,-174.28579999999764,91.70068571429081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.05,3745.227,881.0,-96.14286,82.76, -,8.732011,0.05000000000000071,-291.4285999999957,183.1292600000038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.1,3748.284,880.9,-75.71429,82.76, -,8.732011,0.05000000000000071,408.57139999999407,266.39454285714726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.15,3763.575,880.4,-34.90476,82.76, -,8.732011,0.04999999999999716,816.1906000000464,208.16325714286242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.2,3784.995,879.7,2.952381,82.76, Aux,8.732011,0.05000000000000071,757.1428199999893,8.299342857150966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.25,3791.117,879.5,23.33333,82.76, -,8.732011,0.05000000000000071,407.6189799999942,4.62867839295151e-12,Apr 13 2025 16:59:39.000 UTC,3954.9,0.006240000000005352,-0.004509999999996239,15.0,3.0,52.0,-85.0,-25.0,3.0,0.0,11.0,3.0,-43.0,3.703,3708.9,True,True,False,2655.4207,1.0,-1438.6186413740272,2274.8993280019513,-19.13905066285315,43.74806400093394,-33.2654928201714,53.64345942635559,148.54317664244476,99.64436762808022,-16.0,0.0,-12.571428571428426,-24.14285714285698,19.628571428571576,19.628571428571576,35.53078670278885
21.3,3760.517,880.5,0.0,82.76, -,8.732011,0.05000000000000071,-466.66659999999337,-108.29917142856526,Apr 13 2025 16:59:39.000 UTC,3954.9,0.006240000000005352,-0.004509999999996239,15.0,3.0,52.0,-85.0,-25.0,3.0,0.0,11.0,3.0,-43.0,3.703,3708.9,True,True,False,2655.4207,1.0,-1438.6186413740272,2274.8993280019513,-19.13905066285315,43.74806400093394,-33.2654928201714,53.64345942635559,148.54317664244476,99.64436762808022,-16.0,0.0,-12.571428571428426,-24.14285714285698,19.628571428571576,19.628571428571576,35.53078670278885
21.35,3729.944,881.5,-78.66666,82.76, -,8.732011,0.05000000000000071,-1573.3331999999775,-216.73468571428626,Apr 13 2025 16:59:39.000 UTC,3954.9,0.006240000000005352,-0.004509999999996239,15.0,3.0,52.0,-85.0,-25.0,3.0,0.0,11.0,3.0,-43.0,3.703,3708.9,True,True,False,2655.4207,1.0,-1438.6186413740272,2274.8993280019513,-19.13905066285315,43.74806400093394,-33.2654928201714,53.64345942635559,148.54317664244476,99.64436762808022,-16.0,0.0,-12.571428571428426,-24.14285714285698,19.628571428571576,19.628571428571576,35.53078670278885
21.4,3714.668,882.0,-96.14286,82.76, -,8.732011,0.04999999999999716,-349.52400000002,-241.63266000000024,Apr 13 2025 16:59:39.000 UTC,3954.9,0.006240000000005352,-0.004509999999996239,15.0,3.0,52.0,-85.0,-25.0,3.0,0.0,11.0,3.0,-43.0,3.703,3708.9,True,True,False,2655.4207,1.0,-1438.6186413740272,2274.8993280019513,-19.13905066285315,43.74806400093394,-33.2654928201714,53.64345942635559,148.54317664244476,99.64436762808022,-16.0,0.0,-12.571428571428426,-24.14285714285698,19.628571428571576,19.628571428571576,35.53078670278885
21.45,3705.507,882.3,-113.619,82.76, -,8.732011,0.05000000000000071,-349.5227999999951,-216.46257142857198,Apr 13 2025 16:59:39.000 UTC,3954.9,0.006240000000005352,-0.004509999999996239,15.0,3.0,52.0,-85.0,-25.0,3.0,0.0,11.0,3.0,-43.0,3.703,3708.9,True,True,False,2655.4207,1.0,-1438.6186413740272,2274.8993280019513,-19.13905066285315,43.74806400093394,-33.2654928201714,53.64345942635559,148.54317664244476,99.64436762808022,-16.0,0.0,-12.571428571428426,-24.14285714285698,19.628571428571576,19.628571428571576,35.53078670278885
21.5,3714.668,882.0,-110.7619,82.58, -,8.732011,0.05000000000000071,57.14199999999924,-166.39454285714535,Apr 13 2025 16:59:39.000 UTC,3954.9,0.006240000000005352,-0.004509999999996239,15.0,3.0,52.0,-85.0,-25.0,3.0,0.0,11.0,3.0,-43.0,3.703,3708.9,True,True,False,2655.4207,1.0,-1438.6186413740272,2274.8993280019513,-19.13905066285315,43.74806400093394,-33.2654928201714,53.64345942635559,148.54317664244476,99.64436762808022,-16.0,0.0,-12.571428571428426,-24.14285714285698,19.628571428571576,19.628571428571576,35.53078670278885
21.55,3733.0,881.4,-81.61905,82.58, -,8.732011,0.05000000000000071,582.8569999999917,0.13602857142372418,Apr 13 2025 16:59:39.000 UTC,3954.9,0.006240000000005352,-0.004509999999996239,15.0,3.0,52.0,-85.0,-25.0,3.0,0.0,11.0,3.0,-43.0,3.703,3708.9,True,True,False,2655.4207,1.0,-1438.6186413740272,2274.8993280019513,-19.13905066285315,43.74806400093394,-33.2654928201714,53.64345942635559,148.54317664244476,99.64436762808022,-16.0,0.0,-12.571428571428426,-24.14285714285698,19.628571428571576,19.628571428571576,35.53078670278885
21.6,3745.227,881.0,-52.42857,82.58, -,8.732011,0.05000000000000071,583.8095999999917,50.06802857142658,Apr 13 2025 16:59:39.000 UTC,3954.9,0.006240000000005352,-0.004509999999996239,15.0,3.0,52.0,-85.0,-25.0,3.0,0.0,11.0,3.0,-43.0,3.703,3708.9,True,True,False,2655.4207,1.0,-1438.6186413740272,2274.8993280019513,-19.13905066285315,43.74806400093394,-33.2654928201714,53.64345942635559,148.54317664244476,99.64436762808022,-16.0,0.0,-12.571428571428426,-24.14285714285698,19.628571428571576,19.628571428571576,35.53078670278885
21.65,3736.057,881.3,-58.23809,82.58, -,8.732011,0.04999999999999716,-116.19040000000659,191.56448571428174,Apr 13 2025 16:59:39.000 UTC,3954.9,0.006240000000005352,-0.004509999999996239,15.0,3.0,52.0,-85.0,-25.0,3.0,0.0,11.0,3.0,-43.0,3.703,3708.9,True,True,False,2655.4207,1.0,-1438.6186413740272,2274.8993280019513,-19.13905066285315,43.74806400093394,-33.2654928201714,53.64345942635559,148.54317664244476,99.64436762808022,-16.0,0.0,-12.571428571428426,-24.14285714285698,19.628571428571576,19.628571428571576,35.53078670278885
21.7,3729.944,881.5,-78.61905,82.58, -,8.732011,0.05000000000000071,-407.61919999999424,191.70065714285315,Apr 13 2025 16:59:39.000 UTC,3954.9,0.006240000000005352,-0.004509999999996239,15.0,3.0,52.0,-85.0,-25.0,3.0,0.0,11.0,3.0,-43.0,3.703,3708.9,True,True,False,2655.4207,1.0,-1438.6186413740272,2274.8993280019513,-19.13905066285315,43.74806400093394,-33.2654928201714,53.64345942635559,148.54317664244476,99.64436762808022,-16.0,0.0,-12.571428571428426,-24.14285714285698,19.628571428571576,19.628571428571576,35.53078670278885
21.75,3714.668,882.0,-78.61905,82.58, -,8.732011,0.05000000000000071,0.0,58.50339999999436,Apr 13 2025 16:59:39.000 UTC,3954.9,0.006240000000005352,-0.004509999999996239,15.0,3.0,52.0,-85.0,-25.0,3.0,0.0,11.0,3.0,-43.0,3.703,3708.9,True,True,False,2655.4207,1.0,-1438.6186413740272,2274.8993280019513,-19.13905066285315,43.74806400093394,-33.2654928201714,53.64345942635559,148.54317664244476,99.64436762808022,-16.0,0.0,-12.571428571428426,-24.14285714285698,19.628571428571576,19.628571428571576,35.53078670278885
21.8,3717.722,881.9,-46.57143,82.58, -,8.732011,0.05000000000000071,640.9523999999909,-58.095228571432564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.85,3717.722,881.9,-43.66667,82.58, -,8.732011,0.05000000000000071,58.095199999999096,-74.6938857142883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.9,3708.56,882.2,-61.14286,82.58, -,8.732011,0.04999999999999716,-349.5238000000198,0.272114285710649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.95,3696.347,882.6,-72.7619,82.58, -,8.732011,0.05000000000000071,-232.38079999999667,50.204085714281355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.0,3687.189,882.9,-84.38095,82.58, -,8.732011,0.05000000000000071,-232.38099999999673,-24.76188571428782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.05,3678.035,883.2,-78.52381,82.58, -,8.732011,0.05000000000000071,117.14279999999836,-66.39454285714434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.1,3681.087,883.1,-61.04762,82.58, -,8.732011,0.05000000000000071,349.52379999999494,-58.09522857142667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.15,3690.242,882.8,-55.23809,82.58, -,8.732011,0.04999999999999716,116.19060000000665,-82.99314285714058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.2,3693.294,882.7,-66.90476,82.58, -,8.732011,0.05000000000000071,-233.3333999999966,-16.326542857141543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.25,3699.4,882.5,-81.47619,82.58, -,8.732011,0.05000000000000071,-291.428599999996,-8.02722857142561,Apr 13 2025 16:59:40.000 UTC,3859.9,0.006340000000001567,-0.004570000000001073,15.0,3.0,39.0,-94.0,-22.0,3.0,0.0,9.0,5.0,-59.0,3.702,3613.9,True,True,False,2693.6069,1.0,-1457.7576920368804,2311.3560480005713,-19.13905066285315,36.456719998619974,-19.13905066091044,40.62320228565659,157.46674992099574,101.76934705499491,-9.0,-13.0,-2.142857142857139,-16.142857142857142,30.057142857142864,32.74800508022884,37.24575840296283
22.3,3684.138,883.0,-101.8095,82.58, -,8.732011,0.05000000000000071,-406.66619999999415,-49.52379999999641,Apr 13 2025 16:59:40.000 UTC,3859.9,0.006340000000001567,-0.004570000000001073,15.0,3.0,39.0,-94.0,-22.0,3.0,0.0,9.0,5.0,-59.0,3.702,3613.9,True,True,False,2693.6069,1.0,-1457.7576920368804,2311.3560480005713,-19.13905066285315,36.456719998619974,-19.13905066091044,40.62320228565659,157.46674992099574,101.76934705499491,-9.0,-13.0,-2.142857142857139,-16.142857142857142,30.057142857142864,32.74800508022884,37.24575840296283
22.35,3665.834,883.6,-90.09524,82.58, -,8.732011,0.05000000000000071,234.2851999999966,-57.82314285714035,Apr 13 2025 16:59:40.000 UTC,3859.9,0.006340000000001567,-0.004570000000001073,15.0,3.0,39.0,-94.0,-22.0,3.0,0.0,9.0,5.0,-59.0,3.702,3613.9,True,True,False,2693.6069,1.0,-1457.7576920368804,2311.3560480005713,-19.13905066285315,36.456719998619974,-19.13905066091044,40.62320228565659,157.46674992099574,101.76934705499491,-9.0,-13.0,-2.142857142857139,-16.142857142857142,30.057142857142864,32.74800508022884,37.24575840296283
22.4,3644.49,884.3,-81.33334,82.58, -,8.732011,0.04999999999999716,175.2380000000099,-90.88437142856846,Apr 13 2025 16:59:40.000 UTC,3859.9,0.006340000000001567,-0.004570000000001073,15.0,3.0,39.0,-94.0,-22.0,3.0,0.0,9.0,5.0,-59.0,3.702,3613.9,True,True,False,2693.6069,1.0,-1457.7576920368804,2311.3560480005713,-19.13905066285315,36.456719998619974,-19.13905066091044,40.62320228565659,157.46674992099574,101.76934705499491,-9.0,-13.0,-2.142857142857139,-16.142857142857142,30.057142857142864,32.74800508022884,37.24575840296283
22.45,3632.3,884.7,-78.38095,82.58, -,8.732011,0.05000000000000071,59.04779999999933,-148.84345714285337,Apr 13 2025 16:59:40.000 UTC,3859.9,0.006340000000001567,-0.004570000000001073,15.0,3.0,39.0,-94.0,-22.0,3.0,0.0,9.0,5.0,-59.0,3.702,3613.9,True,True,False,2693.6069,1.0,-1457.7576920368804,2311.3560480005713,-19.13905066285315,36.456719998619974,-19.13905066091044,40.62320228565659,157.46674992099574,101.76934705499491,-9.0,-13.0,-2.142857142857139,-16.142857142857142,30.057142857142864,32.74800508022884,37.24575840296283
22.5,3626.206,884.9,-75.47619,82.58, -,8.732011,0.05000000000000071,58.095199999999096,-148.97971428571464,Apr 13 2025 16:59:40.000 UTC,3859.9,0.006340000000001567,-0.004570000000001073,15.0,3.0,39.0,-94.0,-22.0,3.0,0.0,9.0,5.0,-59.0,3.702,3613.9,True,True,False,2693.6069,1.0,-1457.7576920368804,2311.3560480005713,-19.13905066285315,36.456719998619974,-19.13905066091044,40.62320228565659,157.46674992099574,101.76934705499491,-9.0,-13.0,-2.142857142857139,-16.142857142857142,30.057142857142864,32.74800508022884,37.24575840296283
22.55,3610.978,885.4,-98.71429,82.58, -,8.732011,0.05000000000000071,-464.76199999999346,-165.8504571428572,Apr 13 2025 16:59:40.000 UTC,3859.9,0.006340000000001567,-0.004570000000001073,15.0,3.0,39.0,-94.0,-22.0,3.0,0.0,9.0,5.0,-59.0,3.702,3613.9,True,True,False,2693.6069,1.0,-1457.7576920368804,2311.3560480005713,-19.13905066285315,36.456719998619974,-19.13905066091044,40.62320228565659,157.46674992099574,101.76934705499491,-9.0,-13.0,-2.142857142857139,-16.142857142857142,30.057142857142864,32.74800508022884,37.24575840296283
22.6,3592.714,886.0,-133.5714,82.58, -,8.732011,0.05000000000000071,-697.1421999999902,-165.98645714285894,Apr 13 2025 16:59:40.000 UTC,3859.9,0.006340000000001567,-0.004570000000001073,15.0,3.0,39.0,-94.0,-22.0,3.0,0.0,9.0,5.0,-59.0,3.702,3613.9,True,True,False,2693.6069,1.0,-1457.7576920368804,2311.3560480005713,-19.13905066285315,36.456719998619974,-19.13905066091044,40.62320228565659,157.46674992099574,101.76934705499491,-9.0,-13.0,-2.142857142857139,-16.142857142857142,30.057142857142864,32.74800508022884,37.24575840296283
22.65,3583.586,886.3,-153.9524,82.58, -,8.732011,0.04999999999999716,-407.6200000000232,-99.72785714285996,Apr 13 2025 16:59:40.000 UTC,3859.9,0.006340000000001567,-0.004570000000001073,15.0,3.0,39.0,-94.0,-22.0,3.0,0.0,9.0,5.0,-59.0,3.702,3613.9,True,True,False,2693.6069,1.0,-1457.7576920368804,2311.3560480005713,-19.13905066285315,36.456719998619974,-19.13905066091044,40.62320228565659,157.46674992099574,101.76934705499491,-9.0,-13.0,-2.142857142857139,-16.142857142857142,30.057142857142864,32.74800508022884,37.24575840296283
22.7,3580.542,886.4,-148.1429,82.58, -,8.732011,0.05000000000000071,116.18999999999863,-83.12917142857445,Apr 13 2025 16:59:40.000 UTC,3859.9,0.006340000000001567,-0.004570000000001073,15.0,3.0,39.0,-94.0,-22.0,3.0,0.0,9.0,5.0,-59.0,3.702,3613.9,True,True,False,2693.6069,1.0,-1457.7576920368804,2311.3560480005713,-19.13905066285315,36.456719998619974,-19.13905066091044,40.62320228565659,157.46674992099574,101.76934705499491,-9.0,-13.0,-2.142857142857139,-16.142857142857142,30.057142857142864,32.74800508022884,37.24575840296283
22.75,3583.586,886.3,-139.4286,82.58, -,8.732011,0.05000000000000071,174.2859999999977,-0.13602857143157873,Apr 13 2025 16:59:40.000 UTC,3859.9,0.006340000000001567,-0.004570000000001073,15.0,3.0,39.0,-94.0,-22.0,3.0,0.0,9.0,5.0,-59.0,3.702,3613.9,True,True,False,2693.6069,1.0,-1457.7576920368804,2311.3560480005713,-19.13905066285315,36.456719998619974,-19.13905066091044,40.62320228565659,157.46674992099574,101.76934705499491,-9.0,-13.0,-2.142857142857139,-16.142857142857142,30.057142857142864,32.74800508022884,37.24575840296283
22.8,3595.757,885.9,-113.2857,82.58, -,8.732011,0.05000000000000071,522.8579999999922,74.69371428571021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.85,3607.934,885.5,-104.5714,82.58, -,8.732011,0.05000000000000071,174.2859999999977,99.86399999999972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.9,3614.024,885.3,-98.7619,82.58, -,8.732011,0.04999999999999716,116.1900000000066,99.86399999999969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.95,3595.757,885.9,-107.4286,82.58, -,8.732011,0.05000000000000071,-173.33399999999764,141.2245714285705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.0,3571.417,886.7,-119.0,82.58, -,8.732011,0.05000000000000071,-231.42799999999664,41.63259999999874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.05,3568.377,886.8,-113.1905,82.58, -,8.732011,0.05000000000000071,116.18999999999835,-123.94571428571324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.1,3583.586,886.3,-90.0,82.58, -,8.732011,0.05000000000000071,463.8099999999934,-190.20399999999918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.15,3577.501,886.5,-98.71429,82.58, -,8.732011,0.04999999999999716,-174.28580000001003,-74.55771428571504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.2,3534.941,887.9,-147.9524,82.58, -,8.732011,0.05000000000000071,-984.7621999999861,-1.8514713571806038e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.25,3519.754,888.4,-165.3333,82.58, -,8.732011,0.05000000000000071,-347.617999999995,-99.04742857143489,Apr 13 2025 16:59:41.000 UTC,3757.6,0.006440000000004886,-0.004609999999999559,17.0,3.0,27.0,-100.0,-37.0,3.0,0.0,7.0,6.0,-48.0,3.702,3511.6,True,True,False,2731.8171,1.0,-1470.517059143938,2347.8127680017815,-12.759367107057642,36.456720001210215,-12.30367542514851,31.2486171427843,164.89042487765954,103.58088626768937,-6.0,-12.0,-3.571428571428567,-7.0,28.628571428571437,31.04182826511378,39.03722232145318
23.3,3559.255,887.1,-133.5238,82.58, -,8.732011,0.05000000000000071,636.1899999999912,-173.3334285714338,Apr 13 2025 16:59:41.000 UTC,3757.6,0.006440000000004886,-0.004609999999999559,17.0,3.0,27.0,-100.0,-37.0,3.0,0.0,7.0,6.0,-48.0,3.702,3511.6,True,True,False,2731.8171,1.0,-1470.517059143938,2347.8127680017815,-12.759367107057642,36.456720001210215,-12.30367542514851,31.2486171427843,164.89042487765954,103.58088626768937,-6.0,-12.0,-3.571428571428567,-7.0,28.628571428571437,31.04182826511378,39.03722232145318
23.35,3559.255,887.1,-119.0,82.58, -,8.732011,0.05000000000000071,290.47599999999574,-49.115742857148085,Apr 13 2025 16:59:41.000 UTC,3757.6,0.006440000000004886,-0.004609999999999559,17.0,3.0,27.0,-100.0,-37.0,3.0,0.0,7.0,6.0,-48.0,3.702,3511.6,True,True,False,2731.8171,1.0,-1470.517059143938,2347.8127680017815,-12.759367107057642,36.456720001210215,-12.30367542514851,31.2486171427843,164.89042487765954,103.58088626768937,-6.0,-12.0,-3.571428571428567,-7.0,28.628571428571437,31.04182826511378,39.03722232145318
23.4,3510.646,888.7,-147.8571,82.58, -,8.732011,0.04999999999999716,-577.1420000000329,165.98645714284885,Apr 13 2025 16:59:41.000 UTC,3757.6,0.006440000000004886,-0.004609999999999559,17.0,3.0,27.0,-100.0,-37.0,3.0,0.0,7.0,6.0,-48.0,3.702,3511.6,True,True,False,2731.8171,1.0,-1470.517059143938,2347.8127680017815,-12.759367107057642,36.456720001210215,-12.30367542514851,31.2486171427843,164.89042487765954,103.58088626768937,-6.0,-12.0,-3.571428571428567,-7.0,28.628571428571437,31.04182826511378,39.03722232145318
23.45,3486.369,889.5,-150.6667,82.58, -,8.732011,0.05000000000000071,-56.191999999998984,257.1427428571332,Apr 13 2025 16:59:41.000 UTC,3757.6,0.006440000000004886,-0.004609999999999559,17.0,3.0,27.0,-100.0,-37.0,3.0,0.0,7.0,6.0,-48.0,3.702,3511.6,True,True,False,2731.8171,1.0,-1470.517059143938,2347.8127680017815,-12.759367107057642,36.456720001210215,-12.30367542514851,31.2486171427843,164.89042487765954,103.58088626768937,-6.0,-12.0,-3.571428571428567,-7.0,28.628571428571437,31.04182826511378,39.03722232145318
23.5,3510.646,888.7,-115.9048,82.58, -,8.732011,0.05000000000000071,695.23799999999,191.15642857142166,Apr 13 2025 16:59:41.000 UTC,3757.6,0.006440000000004886,-0.004609999999999559,17.0,3.0,27.0,-100.0,-37.0,3.0,0.0,7.0,6.0,-48.0,3.702,3511.6,True,True,False,2731.8171,1.0,-1470.517059143938,2347.8127680017815,-12.759367107057642,36.456720001210215,-12.30367542514851,31.2486171427843,164.89042487765954,103.58088626768937,-6.0,-12.0,-3.571428571428567,-7.0,28.628571428571437,31.04182826511378,39.03722232145318
23.55,3531.904,888.0,-89.85714,82.58, -,8.732011,0.05000000000000071,520.9531999999924,116.73468571427988,Apr 13 2025 16:59:41.000 UTC,3757.6,0.006440000000004886,-0.004609999999999559,17.0,3.0,27.0,-100.0,-37.0,3.0,0.0,7.0,6.0,-48.0,3.702,3511.6,True,True,False,2731.8171,1.0,-1470.517059143938,2347.8127680017815,-12.759367107057642,36.456720001210215,-12.30367542514851,31.2486171427843,164.89042487765954,103.58088626768937,-6.0,-12.0,-3.571428571428567,-7.0,28.628571428571437,31.04182826511378,39.03722232145318
23.6,3531.904,888.0,-75.33334,82.58, -,8.732011,0.05000000000000071,290.47599999999574,157.95905714285658,Apr 13 2025 16:59:41.000 UTC,3757.6,0.006440000000004886,-0.004609999999999559,17.0,3.0,27.0,-100.0,-37.0,3.0,0.0,7.0,6.0,-48.0,3.702,3511.6,True,True,False,2731.8171,1.0,-1470.517059143938,2347.8127680017815,-12.759367107057642,36.456720001210215,-12.30367542514851,31.2486171427843,164.89042487765954,103.58088626768937,-6.0,-12.0,-3.571428571428567,-7.0,28.628571428571437,31.04182826511378,39.03722232145318
23.65,3522.792,888.3,-66.61905,82.58, -,8.732011,0.04999999999999716,174.28580000001003,99.86400000000029,Apr 13 2025 16:59:41.000 UTC,3757.6,0.006440000000004886,-0.004609999999999559,17.0,3.0,27.0,-100.0,-37.0,3.0,0.0,7.0,6.0,-48.0,3.702,3511.6,True,True,False,2731.8171,1.0,-1470.517059143938,2347.8127680017815,-12.759367107057642,36.456720001210215,-12.30367542514851,31.2486171427843,164.89042487765954,103.58088626768937,-6.0,-12.0,-3.571428571428567,-7.0,28.628571428571437,31.04182826511378,39.03722232145318
23.7,3501.54,889.0,-78.14286,82.58, -,8.732011,0.05000000000000071,-230.47619999999668,-90.20399999999704,Apr 13 2025 16:59:41.000 UTC,3757.6,0.006440000000004886,-0.004609999999999559,17.0,3.0,27.0,-100.0,-37.0,3.0,0.0,7.0,6.0,-48.0,3.702,3511.6,True,True,False,2731.8171,1.0,-1470.517059143938,2347.8127680017815,-12.759367107057642,36.456720001210215,-12.30367542514851,31.2486171427843,164.89042487765954,103.58088626768937,-6.0,-12.0,-3.571428571428567,-7.0,28.628571428571437,31.04182826511378,39.03722232145318
23.75,3483.336,889.6,-92.57143,82.58, -,8.732011,0.05000000000000071,-288.57139999999606,-164.8978857142817,Apr 13 2025 16:59:41.000 UTC,3757.6,0.006440000000004886,-0.004609999999999559,17.0,3.0,27.0,-100.0,-37.0,3.0,0.0,7.0,6.0,-48.0,3.702,3511.6,True,True,False,2731.8171,1.0,-1470.517059143938,2347.8127680017815,-12.759367107057642,36.456720001210215,-12.30367542514851,31.2486171427843,164.89042487765954,103.58088626768937,-6.0,-12.0,-3.571428571428567,-7.0,28.628571428571437,31.04182826511378,39.03722232145318
23.8,3462.109,890.3,-115.7143,82.58, -,8.732011,0.05000000000000071,-462.85739999999316,-148.70759999999615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.85,3440.896,891.0,-147.4762,82.58, -,8.732011,0.05000000000000071,-635.2379999999912,-107.48299999999855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.9,3453.017,890.6,-147.5714,82.58, -,8.732011,0.04999999999999716,-1.9040000000002182,-41.36054285714236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.95,3480.302,889.7,-127.381,82.58, -,8.732011,0.05000000000000071,403.8079999999945,-49.52391428571362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0,3486.369,889.5,-104.2381,82.58, -,8.732011,0.05000000000000071,462.85799999999335,-49.52371428571835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.05,3474.236,889.9,-92.61905,82.58, -,8.732011,0.05000000000000071,232.38099999999673,49.52371428570882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.1,3453.017,890.6,-109.9048,82.58, -,8.732011,0.05000000000000071,-345.714999999995,132.65285714285054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.15,3443.925,890.9,-133.0476,82.58, -,8.732011,0.04999999999999716,-462.8560000000262,141.08857142856465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.2,3440.896,891.0,-130.1429,82.58, -,8.732011,0.05000000000000071,58.093999999999,-16.054285714290245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.25,3428.78,891.4,-101.1429,82.58, -,8.732011,0.05000000000000071,579.9999999999918,-74.01357142857687,Apr 13 2025 16:59:42.000 UTC,3667.3,0.006510000000005789,-0.0046399999999948704,17.0,3.0,35.0,-81.0,6.0,3.0,0.0,7.0,7.0,-44.0,3.702,3421.3,True,True,False,2759.298,1.0,-1480.0865844730981,2373.3324720021105,-9.569525329160115,25.519704000329057,-7.7467586015231,26.04051428583859,156.63088683651793,88.23831367382311,19.0,8.0,4.0602442043434294e-15,-5.285714285714286,32.20000000000001,33.178908963376124,40.017046266156584
24.3,3437.868,891.1,-78.0,82.58, -,8.732011,0.05000000000000071,462.85799999999335,66.39468571427827,Apr 13 2025 16:59:42.000 UTC,3667.3,0.006510000000005789,-0.0046399999999948704,17.0,3.0,35.0,-81.0,6.0,3.0,0.0,7.0,7.0,-44.0,3.702,3421.3,True,True,False,2759.298,1.0,-1480.0865844730981,2373.3324720021105,-9.569525329160115,25.519704000329057,-7.7467586015231,26.04051428583859,156.63088683651793,88.23831367382311,19.0,8.0,4.0602442043434294e-15,-5.285714285714286,32.20000000000001,33.178908963376124,40.017046266156584
24.35,3443.925,890.9,-109.8571,82.58, -,8.732011,0.05000000000000071,-637.141999999991,149.25165714285316,Apr 13 2025 16:59:42.000 UTC,3667.3,0.006510000000005789,-0.0046399999999948704,17.0,3.0,35.0,-81.0,6.0,3.0,0.0,7.0,7.0,-44.0,3.702,3421.3,True,True,False,2759.298,1.0,-1480.0865844730981,2373.3324720021105,-9.569525329160115,25.519704000329057,-7.7467586015231,26.04051428583859,156.63088683651793,88.23831367382311,19.0,8.0,4.0602442043434294e-15,-5.285714285714286,32.20000000000001,33.178908963376124,40.017046266156584
