Time,Altitude,Pressure,Velocity,Temperature,Events,Voltages,DeltaT_x,VERTA_x,VERTASmooth_x,UTCTIME,ALT,LAT,LON,#SATS,FIX,HORZV,VERTV,HEAD,FLAGS,>40,>32,>24,RSSI,BATT,Altitude AGL,Launch detection,Apogee detection,Landing detection,Distance (feet),DeltaT_y,EWFeet,NSFeet,EWVel,NSVel,EWVelSmooth,NSVelSmooth,Zenith,TotalV,VERTA_y,HORZA,VERTASmooth_y,HORZASmooth,VERTA_NO_GRAVITY,DragA,DragA_Smooth
160.31,410.0754,995.7,-20.95238,81.5, -,8.770906,0.05000000000001137,0.0,7.483000000006742,Apr 13 2025 17:01:58.000 UTC,734.5,0.003940000000000055,0.0013200000000068712,15.0,3.0,18.0,-22.0,153.0,3.0,0.0,10.0,4.0,-41.0,3.697,488.5,True,True,False,1490.801,1.0,421.05911455103865,1436.39476800002,9.569525333693093,-10.937016000881158,5.468300188739046,-5.728913142825279,140.71059313749964,28.42534080710379,2.0,2.0,2.142857142857147,1.7142857142857142,34.34285714285715,34.401044122739854,32.56903841012557
160.36,407.3074,995.8,-23.57143,81.5, -,8.770906,0.05000000000001137,-52.38099999998805,4.187126835729162e-12,Apr 13 2025 17:01:58.000 UTC,734.5,0.003940000000000055,0.0013200000000068712,15.0,3.0,18.0,-22.0,153.0,3.0,0.0,10.0,4.0,-41.0,3.697,488.5,True,True,False,1490.801,1.0,421.05911455103865,1436.39476800002,9.569525333693093,-10.937016000881158,5.468300188739046,-5.728913142825279,140.71059313749964,28.42534080710379,2.0,2.0,2.142857142857147,1.7142857142857142,34.34285714285715,34.401044122739854,32.56903841012557
160.41,407.3074,995.8,-20.95238,81.5, -,8.770906,0.04999999999998295,52.38100000001782,-7.4829999999941155,Apr 13 2025 17:01:58.000 UTC,734.5,0.003940000000000055,0.0013200000000068712,15.0,3.0,18.0,-22.0,153.0,3.0,0.0,10.0,4.0,-41.0,3.697,488.5,True,True,False,1490.801,1.0,421.05911455103865,1436.39476800002,9.569525333693093,-10.937016000881158,5.468300188739046,-5.728913142825279,140.71059313749964,28.42534080710379,2.0,2.0,2.142857142857147,1.7142857142857142,34.34285714285715,34.401044122739854,32.56903841012557
160.46,404.5379,995.9,-23.57143,81.5, -,8.770906,0.05000000000001137,-52.38099999998805,-14.965999999996663,Apr 13 2025 17:01:58.000 UTC,734.5,0.003940000000000055,0.0013200000000068712,15.0,3.0,18.0,-22.0,153.0,3.0,0.0,10.0,4.0,-41.0,3.697,488.5,True,True,False,1490.801,1.0,421.05911455103865,1436.39476800002,9.569525333693093,-10.937016000881158,5.468300188739046,-5.728913142825279,140.71059313749964,28.42534080710379,2.0,2.0,2.142857142857147,1.7142857142857142,34.34285714285715,34.401044122739854,32.56903841012557
160.51,401.7704,996.0,-26.19048,81.5, -,8.770906,0.04999999999998295,-52.38100000001789,-7.482999999994107,Apr 13 2025 17:01:58.000 UTC,734.5,0.003940000000000055,0.0013200000000068712,15.0,3.0,18.0,-22.0,153.0,3.0,0.0,10.0,4.0,-41.0,3.697,488.5,True,True,False,1490.801,1.0,421.05911455103865,1436.39476800002,9.569525333693093,-10.937016000881158,5.468300188739046,-5.728913142825279,140.71059313749964,28.42534080710379,2.0,2.0,2.142857142857147,1.7142857142857142,34.34285714285715,34.401044122739854,32.56903841012557
160.56,399.003,996.1,-26.19048,81.5, -,8.770906,0.05000000000001137,0.0,-7.4829999999941155,Apr 13 2025 17:01:58.000 UTC,734.5,0.003940000000000055,0.0013200000000068712,15.0,3.0,18.0,-22.0,153.0,3.0,0.0,10.0,4.0,-41.0,3.697,488.5,True,True,False,1490.801,1.0,421.05911455103865,1436.39476800002,9.569525333693093,-10.937016000881158,5.468300188739046,-5.728913142825279,140.71059313749964,28.42534080710379,2.0,2.0,2.142857142857147,1.7142857142857142,34.34285714285715,34.401044122739854,32.56903841012557
160.61,399.003,996.1,-26.19048,81.5, -,8.770906,0.05000000000001137,0.0,-7.482999999994107,Apr 13 2025 17:01:58.000 UTC,734.5,0.003940000000000055,0.0013200000000068712,15.0,3.0,18.0,-22.0,153.0,3.0,0.0,10.0,4.0,-41.0,3.697,488.5,True,True,False,1490.801,1.0,421.05911455103865,1436.39476800002,9.569525333693093,-10.937016000881158,5.468300188739046,-5.728913142825279,140.71059313749964,28.42534080710379,2.0,2.0,2.142857142857147,1.7142857142857142,34.34285714285715,34.401044122739854,32.56903841012557
160.66,399.003,996.1,-23.57143,81.5, -,8.770906,0.04999999999998295,52.38100000001789,7.4830000000024794,Apr 13 2025 17:01:58.000 UTC,734.5,0.003940000000000055,0.0013200000000068712,15.0,3.0,18.0,-22.0,153.0,3.0,0.0,10.0,4.0,-41.0,3.697,488.5,True,True,False,1490.801,1.0,421.05911455103865,1436.39476800002,9.569525333693093,-10.937016000881158,5.468300188739046,-5.728913142825279,140.71059313749964,28.42534080710379,2.0,2.0,2.142857142857147,1.7142857142857142,34.34285714285715,34.401044122739854,32.56903841012557
160.71,396.2342,996.2,-26.19048,81.5, -,8.770906,0.05000000000001137,-52.38099999998812,22.449000000003338,Apr 13 2025 17:01:58.000 UTC,734.5,0.003940000000000055,0.0013200000000068712,15.0,3.0,18.0,-22.0,153.0,3.0,0.0,10.0,4.0,-41.0,3.697,488.5,True,True,False,1490.801,1.0,421.05911455103865,1436.39476800002,9.569525333693093,-10.937016000881158,5.468300188739046,-5.728913142825279,140.71059313749964,28.42534080710379,2.0,2.0,2.142857142857147,1.7142857142857142,34.34285714285715,34.401044122739854,32.56903841012557
160.76,396.2342,996.2,-23.57143,81.5, -,8.770906,0.04999999999998295,52.38100000001789,14.966000000000781,Apr 13 2025 17:01:58.000 UTC,734.5,0.003940000000000055,0.0013200000000068712,15.0,3.0,18.0,-22.0,153.0,3.0,0.0,10.0,4.0,-41.0,3.697,488.5,True,True,False,1490.801,1.0,421.05911455103865,1436.39476800002,9.569525333693093,-10.937016000881158,5.468300188739046,-5.728913142825279,140.71059313749964,28.42534080710379,2.0,2.0,2.142857142857147,1.7142857142857142,34.34285714285715,34.401044122739854,32.56903841012557
160.81,396.2342,996.2,-20.95238,81.5, -,8.770906,0.05000000000001137,52.38099999998805,14.966000000000784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160.86,399.003,996.1,-18.33333,81.5, -,8.770906,0.05000000000001137,52.38099999998812,-4.3190847723703235e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160.91,396.2342,996.2,-20.95238,81.5, -,8.770906,0.04999999999998295,-52.38100000001789,7.482999999993984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160.96,393.4673,996.3,-20.95238,81.5, -,8.770906,0.05000000000001137,0.0,7.482999999989721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161.01,390.6989,996.4,-23.57143,81.5, -,8.770906,0.04999999999998295,-52.38100000001782,-8.572190576420065e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161.06,390.6989,996.4,-23.57143,81.5, -,8.770906,0.05000000000001137,0.0,-7.483000000006875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161.11,390.6989,996.4,-20.95238,81.5, -,8.770906,0.05000000000001137,52.38099999998805,-7.483000000006865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161.16,387.9325,996.5,-20.95238,81.5, -,8.770906,0.04999999999998295,0.0,-7.483000000006865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161.21,387.9325,996.5,-20.95238,81.5, -,8.770906,0.05000000000001137,0.0,-4.3190847723703235e-12,Apr 13 2025 17:01:59.000 UTC,711.0,0.003900000000001569,0.0013299999999958345,15.0,3.0,11.0,-23.0,174.0,3.0,0.0,8.0,6.0,-41.0,3.697,465.0,True,True,False,1479.9761,1.0,424.2489563244033,1421.812080000572,3.1898417733646625,-14.582687999447899,3.189841777250121,-7.291344000094016,154.44003482817618,25.495097567963924,-1.0,-7.0,0.28571428571428975,1.4285714285714286,32.485714285714295,33.231335101874286,32.50712705023705
161.26,385.1662,996.6,-23.57143,81.5, -,8.770906,0.04999999999998295,-52.38100000001782,-4.3190847723703235e-12,Apr 13 2025 17:01:59.000 UTC,711.0,0.003900000000001569,0.0013299999999958345,15.0,3.0,11.0,-23.0,174.0,3.0,0.0,8.0,6.0,-41.0,3.697,465.0,True,True,False,1479.9761,1.0,424.2489563244033,1421.812080000572,3.1898417733646625,-14.582687999447899,3.189841777250121,-7.291344000094016,154.44003482817618,25.495097567963924,-1.0,-7.0,0.28571428571428975,1.4285714285714286,32.485714285714295,33.231335101874286,32.50712705023705
161.31,385.1662,996.6,-23.57143,81.5, -,8.770906,0.05000000000001137,0.0,-14.966000000000914,Apr 13 2025 17:01:59.000 UTC,711.0,0.003900000000001569,0.0013299999999958345,15.0,3.0,11.0,-23.0,174.0,3.0,0.0,8.0,6.0,-41.0,3.697,465.0,True,True,False,1479.9761,1.0,424.2489563244033,1421.812080000572,3.1898417733646625,-14.582687999447899,3.189841777250121,-7.291344000094016,154.44003482817618,25.495097567963924,-1.0,-7.0,0.28571428571428975,1.4285714285714286,32.485714285714295,33.231335101874286,32.50712705023705
161.36,385.1662,996.6,-23.57143,81.5, -,8.770906,0.05000000000001137,0.0,-7.482999999998358,Apr 13 2025 17:01:59.000 UTC,711.0,0.003900000000001569,0.0013299999999958345,15.0,3.0,11.0,-23.0,174.0,3.0,0.0,8.0,6.0,-41.0,3.697,465.0,True,True,False,1479.9761,1.0,424.2489563244033,1421.812080000572,3.1898417733646625,-14.582687999447899,3.189841777250121,-7.291344000094016,154.44003482817618,25.495097567963924,-1.0,-7.0,0.28571428571428975,1.4285714285714286,32.485714285714295,33.231335101874286,32.50712705023705
161.41,382.3985,996.7,-23.57143,81.5, -,8.770906,0.04999999999998295,0.0,-6.597896832058074e-14,Apr 13 2025 17:01:59.000 UTC,711.0,0.003900000000001569,0.0013299999999958345,15.0,3.0,11.0,-23.0,174.0,3.0,0.0,8.0,6.0,-41.0,3.697,465.0,True,True,False,1479.9761,1.0,424.2489563244033,1421.812080000572,3.1898417733646625,-14.582687999447899,3.189841777250121,-7.291344000094016,154.44003482817618,25.495097567963924,-1.0,-7.0,0.28571428571428975,1.4285714285714286,32.485714285714295,33.231335101874286,32.50712705023705
161.46,379.6328,996.8,-26.19048,81.5, -,8.770906,0.05000000000001137,-52.38099999998812,7.4830000000024794,Apr 13 2025 17:01:59.000 UTC,711.0,0.003900000000001569,0.0013299999999958345,15.0,3.0,11.0,-23.0,174.0,3.0,0.0,8.0,6.0,-41.0,3.697,465.0,True,True,False,1479.9761,1.0,424.2489563244033,1421.812080000572,3.1898417733646625,-14.582687999447899,3.189841777250121,-7.291344000094016,154.44003482817618,25.495097567963924,-1.0,-7.0,0.28571428571428975,1.4285714285714286,32.485714285714295,33.231335101874286,32.50712705023705
161.51,379.6328,996.8,-23.57143,81.5, -,8.751458,0.04999999999998295,52.38100000001789,7.4830000000024794,Apr 13 2025 17:01:59.000 UTC,711.0,0.003900000000001569,0.0013299999999958345,15.0,3.0,11.0,-23.0,174.0,3.0,0.0,8.0,6.0,-41.0,3.697,465.0,True,True,False,1479.9761,1.0,424.2489563244033,1421.812080000572,3.1898417733646625,-14.582687999447899,3.189841777250121,-7.291344000094016,154.44003482817618,25.495097567963924,-1.0,-7.0,0.28571428571428975,1.4285714285714286,32.485714285714295,33.231335101874286,32.50712705023705
161.56,379.6328,996.8,-20.95238,81.5, -,8.751458,0.05000000000001137,52.38099999998805,14.966000000000784,Apr 13 2025 17:01:59.000 UTC,711.0,0.003900000000001569,0.0013299999999958345,15.0,3.0,11.0,-23.0,174.0,3.0,0.0,8.0,6.0,-41.0,3.697,465.0,True,True,False,1479.9761,1.0,424.2489563244033,1421.812080000572,3.1898417733646625,-14.582687999447899,3.189841777250121,-7.291344000094016,154.44003482817618,25.495097567963924,-1.0,-7.0,0.28571428571428975,1.4285714285714286,32.485714285714295,33.231335101874286,32.50712705023705
161.61,376.8655,996.9,-20.95238,81.5, -,8.751458,0.05000000000001137,0.0,14.966000000000784,Apr 13 2025 17:01:59.000 UTC,711.0,0.003900000000001569,0.0013299999999958345,15.0,3.0,11.0,-23.0,174.0,3.0,0.0,8.0,6.0,-41.0,3.697,465.0,True,True,False,1479.9761,1.0,424.2489563244033,1421.812080000572,3.1898417733646625,-14.582687999447899,3.189841777250121,-7.291344000094016,154.44003482817618,25.495097567963924,-1.0,-7.0,0.28571428571428975,1.4285714285714286,32.485714285714295,33.231335101874286,32.50712705023705
161.66,376.8655,996.9,-20.95238,81.5, -,8.751458,0.04999999999998295,0.0,22.448999999999085,Apr 13 2025 17:01:59.000 UTC,711.0,0.003900000000001569,0.0013299999999958345,15.0,3.0,11.0,-23.0,174.0,3.0,0.0,8.0,6.0,-41.0,3.697,465.0,True,True,False,1479.9761,1.0,424.2489563244033,1421.812080000572,3.1898417733646625,-14.582687999447899,3.189841777250121,-7.291344000094016,154.44003482817618,25.495097567963924,-1.0,-7.0,0.28571428571428975,1.4285714285714286,32.485714285714295,33.231335101874286,32.50712705023705
161.71,379.6328,996.8,-18.33333,81.5, -,8.751458,0.05000000000001137,52.38099999998812,14.965999999996528,Apr 13 2025 17:01:59.000 UTC,711.0,0.003900000000001569,0.0013299999999958345,15.0,3.0,11.0,-23.0,174.0,3.0,0.0,8.0,6.0,-41.0,3.697,465.0,True,True,False,1479.9761,1.0,424.2489563244033,1421.812080000572,3.1898417733646625,-14.582687999447899,3.189841777250121,-7.291344000094016,154.44003482817618,25.495097567963924,-1.0,-7.0,0.28571428571428975,1.4285714285714286,32.485714285714295,33.231335101874286,32.50712705023705
161.76,376.8655,996.9,-18.33333,81.5, -,8.751458,0.04999999999998295,0.0,-4.3190847723703235e-12,Apr 13 2025 17:01:59.000 UTC,711.0,0.003900000000001569,0.0013299999999958345,15.0,3.0,11.0,-23.0,174.0,3.0,0.0,8.0,6.0,-41.0,3.697,465.0,True,True,False,1479.9761,1.0,424.2489563244033,1421.812080000572,3.1898417733646625,-14.582687999447899,3.189841777250121,-7.291344000094016,154.44003482817618,25.495097567963924,-1.0,-7.0,0.28571428571428975,1.4285714285714286,32.485714285714295,33.231335101874286,32.50712705023705
161.81,376.8655,996.9,-18.33333,81.5, -,8.751458,0.05000000000001137,0.0,-4.3190847723703235e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161.86,376.8655,996.9,-18.33333,81.5, -,8.751458,0.05000000000001137,0.0,7.482999999998237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161.91,376.8655,996.9,-20.95238,81.5, -,8.751458,0.04999999999998295,-52.38100000001789,7.482971428569662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161.96,374.1002,997.0,-20.95238,81.5, -,8.751458,0.05000000000001137,0.0,7.482971428569662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162.01,374.1002,997.0,-18.33333,81.5, -,8.751458,0.04999999999998295,52.38100000001789,-4.3190847723703235e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162.06,374.1002,997.0,-15.71429,81.5, -,8.751458,0.05000000000001137,52.38079999998809,7.482971428565408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162.11,374.1002,997.0,-15.71429,81.5, -,8.751458,0.05000000000001137,0.0,7.482999999993984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162.16,371.3351,997.1,-18.33333,81.5, -,8.751458,0.04999999999998295,-52.380800000017864,14.96597142856371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162.21,371.3351,997.1,-15.71429,81.5, -,8.751458,0.05000000000001137,52.38079999998809,-8.572190576420065e-12,Apr 13 2025 17:02:00.000 UTC,688.5,0.003880000000002326,0.0013299999999958345,15.0,3.0,9.0,-18.0,-136.0,3.0,0.0,7.0,7.0,-35.0,3.697,442.5,True,True,False,1470.5958,1.0,424.2489563244033,1414.520736000848,0.0,-7.291343999723949,1.36707504767045,-9.895395428381821,153.43494882292202,20.12461179749811,5.0,-2.0,0.28571428571428975,-1.2857142857142858,32.485714285714295,32.54722158115899,32.492568121862575
162.26,368.5685,997.2,-18.33333,81.5, -,8.751458,0.04999999999998295,-52.380800000017864,-14.965971428580856,Apr 13 2025 17:02:00.000 UTC,688.5,0.003880000000002326,0.0013299999999958345,15.0,3.0,9.0,-18.0,-136.0,3.0,0.0,7.0,7.0,-35.0,3.697,442.5,True,True,False,1470.5958,1.0,424.2489563244033,1414.520736000848,0.0,-7.291343999723949,1.36707504767045,-9.895395428381821,153.43494882292202,20.12461179749811,5.0,-2.0,0.28571428571428975,-1.2857142857142858,32.485714285714295,32.54722158115899,32.492568121862575
162.31,368.5685,997.2,-15.71429,81.5, -,8.751458,0.05000000000001137,52.38079999998809,-14.965971428580856,Apr 13 2025 17:02:00.000 UTC,688.5,0.003880000000002326,0.0013299999999958345,15.0,3.0,9.0,-18.0,-136.0,3.0,0.0,7.0,7.0,-35.0,3.697,442.5,True,True,False,1470.5958,1.0,424.2489563244033,1414.520736000848,0.0,-7.291343999723949,1.36707504767045,-9.895395428381821,153.43494882292202,20.12461179749811,5.0,-2.0,0.28571428571428975,-1.2857142857142858,32.485714285714295,32.54722158115899,32.492568121862575
162.36,365.8039,997.3,-18.33333,81.5, -,8.751458,0.05000000000001137,-52.38079999998809,-4.3190847723703235e-12,Apr 13 2025 17:02:00.000 UTC,688.5,0.003880000000002326,0.0013299999999958345,15.0,3.0,9.0,-18.0,-136.0,3.0,0.0,7.0,7.0,-35.0,3.697,442.5,True,True,False,1470.5958,1.0,424.2489563244033,1414.520736000848,0.0,-7.291343999723949,1.36707504767045,-9.895395428381821,153.43494882292202,20.12461179749811,5.0,-2.0,0.28571428571428975,-1.2857142857142858,32.485714285714295,32.54722158115899,32.492568121862575
162.41,363.0377,997.4,-20.95238,81.5, -,8.751458,0.04999999999998295,-52.38100000001789,-22.58502857142776,Apr 13 2025 17:02:00.000 UTC,688.5,0.003880000000002326,0.0013299999999958345,15.0,3.0,9.0,-18.0,-136.0,3.0,0.0,7.0,7.0,-35.0,3.697,442.5,True,True,False,1470.5958,1.0,424.2489563244033,1414.520736000848,0.0,-7.291343999723949,1.36707504767045,-9.895395428381821,153.43494882292202,20.12461179749811,5.0,-2.0,0.28571428571428975,-1.2857142857142858,32.485714285714295,32.54722158115899,32.492568121862575
162.46,360.2735,997.5,-20.95238,81.5, -,8.751458,0.05000000000001137,0.0,-22.5850285714235,Apr 13 2025 17:02:00.000 UTC,688.5,0.003880000000002326,0.0013299999999958345,15.0,3.0,9.0,-18.0,-136.0,3.0,0.0,7.0,7.0,-35.0,3.697,442.5,True,True,False,1470.5958,1.0,424.2489563244033,1414.520736000848,0.0,-7.291343999723949,1.36707504767045,-9.895395428381821,153.43494882292202,20.12461179749811,5.0,-2.0,0.28571428571428975,-1.2857142857142858,32.485714285714295,32.54722158115899,32.492568121862575
162.51,360.2735,997.5,-18.33333,81.5, -,8.751458,0.04999999999998295,52.38100000001789,-22.585028571419254,Apr 13 2025 17:02:00.000 UTC,688.5,0.003880000000002326,0.0013299999999958345,15.0,3.0,9.0,-18.0,-136.0,3.0,0.0,7.0,7.0,-35.0,3.697,442.5,True,True,False,1470.5958,1.0,424.2489563244033,1414.520736000848,0.0,-7.291343999723949,1.36707504767045,-9.895395428381821,153.43494882292202,20.12461179749811,5.0,-2.0,0.28571428571428975,-1.2857142857142858,32.485714285714295,32.54722158115899,32.492568121862575
162.56,354.7441,997.7,-23.61905,81.32, -,8.770906,0.05000000000001137,-105.714399999976,-22.585028571419247,Apr 13 2025 17:02:00.000 UTC,688.5,0.003880000000002326,0.0013299999999958345,15.0,3.0,9.0,-18.0,-136.0,3.0,0.0,7.0,7.0,-35.0,3.697,442.5,True,True,False,1470.5958,1.0,424.2489563244033,1414.520736000848,0.0,-7.291343999723949,1.36707504767045,-9.895395428381821,153.43494882292202,20.12461179749811,5.0,-2.0,0.28571428571428975,-1.2857142857142858,32.485714285714295,32.54722158115899,32.492568121862575
162.61,351.9806,997.8,-26.23809,81.32, -,8.770906,0.05000000000001137,-52.38079999998806,-22.58502857141925,Apr 13 2025 17:02:00.000 UTC,688.5,0.003880000000002326,0.0013299999999958345,15.0,3.0,9.0,-18.0,-136.0,3.0,0.0,7.0,7.0,-35.0,3.697,442.5,True,True,False,1470.5958,1.0,424.2489563244033,1414.520736000848,0.0,-7.291343999723949,1.36707504767045,-9.895395428381821,153.43494882292202,20.12461179749811,5.0,-2.0,0.28571428571428975,-1.2857142857142858,32.485714285714295,32.54722158115899,32.492568121862575
162.66,351.9806,997.8,-23.61905,81.32, -,8.770906,0.04999999999998295,52.38080000001783,-22.58502857141925,Apr 13 2025 17:02:00.000 UTC,688.5,0.003880000000002326,0.0013299999999958345,15.0,3.0,9.0,-18.0,-136.0,3.0,0.0,7.0,7.0,-35.0,3.697,442.5,True,True,False,1470.5958,1.0,424.2489563244033,1414.520736000848,0.0,-7.291343999723949,1.36707504767045,-9.895395428381821,153.43494882292202,20.12461179749811,5.0,-2.0,0.28571428571428975,-1.2857142857142858,32.485714285714295,32.54722158115899,32.492568121862575
162.71,349.2156,997.9,-26.23809,81.32, -,8.770906,0.05000000000001137,-52.38079999998806,-30.068028571421802,Apr 13 2025 17:02:00.000 UTC,688.5,0.003880000000002326,0.0013299999999958345,15.0,3.0,9.0,-18.0,-136.0,3.0,0.0,7.0,7.0,-35.0,3.697,442.5,True,True,False,1470.5958,1.0,424.2489563244033,1414.520736000848,0.0,-7.291343999723949,1.36707504767045,-9.895395428381821,153.43494882292202,20.12461179749811,5.0,-2.0,0.28571428571428975,-1.2857142857142858,32.485714285714295,32.54722158115899,32.492568121862575
162.76,349.2156,997.9,-28.85714,81.32, -,8.770906,0.04999999999998295,-52.38100000001789,-14.965971428568091,Apr 13 2025 17:02:00.000 UTC,688.5,0.003880000000002326,0.0013299999999958345,15.0,3.0,9.0,-18.0,-136.0,3.0,0.0,7.0,7.0,-35.0,3.697,442.5,True,True,False,1470.5958,1.0,424.2489563244033,1414.520736000848,0.0,-7.291343999723949,1.36707504767045,-9.895395428381821,153.43494882292202,20.12461179749811,5.0,-2.0,0.28571428571428975,-1.2857142857142858,32.485714285714295,32.54722158115899,32.492568121862575
162.81,346.4525,998.0,-28.85714,81.32, -,8.770906,0.05000000000001137,0.0,-14.96599999999666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162.86,346.4525,998.0,-28.85714,81.32, -,8.770906,0.05000000000001137,0.0,-14.965971428568091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162.91,346.4525,998.0,-28.85714,81.32, -,8.770906,0.04999999999998295,0.0,-14.96599999999666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162.96,343.6896,998.1,-31.47619,81.32, -,8.770906,0.05000000000001137,-52.38099999998805,-7.482999999994105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163.01,343.6896,998.1,-28.85714,81.32, -,8.770906,0.04999999999998295,52.38100000001782,-7.482999999994105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163.06,340.9253,998.2,-31.47619,81.32, -,8.770906,0.05000000000001137,-52.38099999998805,-7.482999999994105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163.11,340.9253,998.2,-31.47619,81.32, -,8.770906,0.05000000000001137,0.0,-7.482999999994105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163.16,340.9253,998.2,-31.47619,81.32, -,8.770906,0.04999999999998295,0.0,7.483000000002481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163.21,338.1629,998.3,-31.47619,81.32, -,8.770906,0.05000000000001137,0.0,-7.482999999998357,Apr 13 2025 17:02:01.000 UTC,671.0,0.0038700000000062573,0.001300000000000523,15.0,3.0,18.0,-8.0,-86.0,3.0,0.0,10.0,4.0,-39.0,3.697,425.0,True,True,False,1465.4042,1.0,414.67943099524325,1410.8750640022813,-9.569525329160058,-3.6456719985667405,0.0,-8.332964571483151,113.96248897457818,19.697715603592208,10.0,9.0,-0.1428571428571388,-0.8571428571428571,32.057142857142864,33.296552496666465,32.4701269714357
163.26,338.1629,998.3,-31.47619,81.32, -,8.770906,0.04999999999998295,0.0,7.483000000002481,Apr 13 2025 17:02:01.000 UTC,671.0,0.0038700000000062573,0.001300000000000523,15.0,3.0,18.0,-8.0,-86.0,3.0,0.0,10.0,4.0,-39.0,3.697,425.0,True,True,False,1465.4042,1.0,414.67943099524325,1410.8750640022813,-9.569525329160058,-3.6456719985667405,0.0,-8.332964571483151,113.96248897457818,19.697715603592208,10.0,9.0,-0.1428571428571388,-0.8571428571428571,32.057142857142864,33.296552496666465,32.4701269714357
163.31,338.1629,998.3,-28.85714,81.32, -,8.770906,0.05000000000001137,52.38099999998805,14.966000000000784,Apr 13 2025 17:02:01.000 UTC,671.0,0.0038700000000062573,0.001300000000000523,15.0,3.0,18.0,-8.0,-86.0,3.0,0.0,10.0,4.0,-39.0,3.697,425.0,True,True,False,1465.4042,1.0,414.67943099524325,1410.8750640022813,-9.569525329160058,-3.6456719985667405,0.0,-8.332964571483151,113.96248897457818,19.697715603592208,10.0,9.0,-0.1428571428571388,-0.8571428571428571,32.057142857142864,33.296552496666465,32.4701269714357
163.36,335.399,998.4,-31.47619,81.32, -,8.770906,0.05000000000001137,-52.38099999998805,14.966000000000784,Apr 13 2025 17:02:01.000 UTC,671.0,0.0038700000000062573,0.001300000000000523,15.0,3.0,18.0,-8.0,-86.0,3.0,0.0,10.0,4.0,-39.0,3.697,425.0,True,True,False,1465.4042,1.0,414.67943099524325,1410.8750640022813,-9.569525329160058,-3.6456719985667405,0.0,-8.332964571483151,113.96248897457818,19.697715603592208,10.0,9.0,-0.1428571428571388,-0.8571428571428571,32.057142857142864,33.296552496666465,32.4701269714357
163.41,335.399,998.4,-28.85714,81.32, -,8.770906,0.04999999999998295,52.38100000001782,7.483000000002481,Apr 13 2025 17:02:01.000 UTC,671.0,0.0038700000000062573,0.001300000000000523,15.0,3.0,18.0,-8.0,-86.0,3.0,0.0,10.0,4.0,-39.0,3.697,425.0,True,True,False,1465.4042,1.0,414.67943099524325,1410.8750640022813,-9.569525329160058,-3.6456719985667405,0.0,-8.332964571483151,113.96248897457818,19.697715603592208,10.0,9.0,-0.1428571428571388,-0.8571428571428571,32.057142857142864,33.296552496666465,32.4701269714357
163.46,335.399,998.4,-26.23809,81.32, -,8.770906,0.05000000000001137,52.38099999998812,22.585028571427625,Apr 13 2025 17:02:01.000 UTC,671.0,0.0038700000000062573,0.001300000000000523,15.0,3.0,18.0,-8.0,-86.0,3.0,0.0,10.0,4.0,-39.0,3.697,425.0,True,True,False,1465.4042,1.0,414.67943099524325,1410.8750640022813,-9.569525329160058,-3.6456719985667405,0.0,-8.332964571483151,113.96248897457818,19.697715603592208,10.0,9.0,-0.1428571428571388,-0.8571428571428571,32.057142857142864,33.296552496666465,32.4701269714357
163.51,332.6371,998.5,-26.23809,81.32, -,8.770906,0.04999999999998295,0.0,22.585028571431877,Apr 13 2025 17:02:01.000 UTC,671.0,0.0038700000000062573,0.001300000000000523,15.0,3.0,18.0,-8.0,-86.0,3.0,0.0,10.0,4.0,-39.0,3.697,425.0,True,True,False,1465.4042,1.0,414.67943099524325,1410.8750640022813,-9.569525329160058,-3.6456719985667405,0.0,-8.332964571483151,113.96248897457818,19.697715603592208,10.0,9.0,-0.1428571428571388,-0.8571428571428571,32.057142857142864,33.296552496666465,32.4701269714357
